BlockCount,SuccessfulBlockCount,BlockPerMinute,DodgeCount,SuccessfulDodgeCount,DodgePerMinute,PanicDodges,DodgeDirection,JumpCount,SprintCount,AttackCount,SuccessfulAttackCount,AttackPerMinute,DamageDealt,DamageTaken,IsDied
0,0,0.0,0,0,0.0,0,0,2,5,22,10,5.78,305,83,0
8,6,1.43,3,1,0.54,1,0,1,3,20,7,3.58,106,203,1
1,1,0.26,1,1,0.26,0,3,4,0,4,2,1.06,29,112,1
2,1,0.53,1,1,0.26,0,3,0,2,11,6,2.9,79,139,1
0,0,0.0,3,1,0.46,1,1,0,0,23,9,3.56,121,30,0
0,0,0.0,4,3,1.75,0,0,3,4,28,14,12.23,402,39,0
6,4,0.81,6,3,0.81,1,3,0,6,20,13,2.7,283,81,0
2,1,0.28,5,3,0.7,1,0,0,2,11,6,1.55,177,169,1
8,4,1.33,5,2,0.83,1,0,7,6,20,7,3.33,201,90,0
0,0,0.0,5,3,0.9,0,1,0,4,13,7,2.34,176,141,1
0,0,0.0,0,0,0.0,0,3,7,3,0,0,0.0,0,143,1
0,0,0.0,7,5,2.25,1,0,10,6,18,12,5.78,126,63,0
0,0,0.0,0,0,0.0,0,0,9,4,4,2,1.62,36,135,1
2,1,0.58,1,1,0.29,0,3,6,1,19,7,5.53,182,84,0
2,1,0.3,3,2,0.44,0,0,1,7,3,2,0.44,20,121,1
2,1,0.91,1,1,0.45,0,0,0,6,9,5,4.08,54,199,1
11,8,2.0,7,5,1.27,1,1,7,5,20,6,3.64,188,94,0
11,7,1.38,0,0,0.0,0,3,15,0,24,12,3.01,325,64,0
6,3,0.84,5,2,0.7,1,1,1,0,26,12,3.64,200,128,0
5,4,0.97,1,1,0.19,0,3,6,4,5,3,0.97,82,179,1
0,0,0.0,6,4,2.52,1,2,3,8,22,9,9.24,268,18,0
9,6,1.29,0,0,0.0,0,0,0,6,16,9,2.29,159,115,0
7,6,1.25,4,2,0.72,1,3,1,0,25,18,4.47,196,35,0
2,1,0.74,0,0,0.0,0,1,7,0,2,1,0.74,33,197,1
3,1,1.17,5,4,1.95,0,0,8,6,20,14,7.8,261,24,0
0,0,0.0,1,1,0.13,0,1,9,2,4,3,0.54,38,166,1
3,2,0.5,0,0,0.0,0,0,0,9,6,2,1.0,45,197,1
10,6,1.43,6,4,0.86,0,0,6,4,17,10,2.44,292,68,0
6,3,0.82,2,1,0.27,0,0,0,2,15,7,2.06,109,109,0
11,8,2.03,5,2,0.92,1,1,0,3,24,16,4.42,268,128,0
1,1,0.2,0,0,0.0,0,3,3,6,9,4,1.76,64,83,1
3,2,0.65,2,1,0.44,0,1,5,0,10,7,2.18,244,140,1
0,0,0.0,2,1,0.51,0,3,10,1,12,7,3.08,105,187,1
3,2,0.65,0,0,0.0,0,0,0,2,10,7,2.17,171,119,1
4,2,0.6,5,2,0.75,1,0,2,2,21,7,3.16,232,42,0
4,2,0.71,1,1,0.18,0,0,6,3,2,1,0.36,14,143,1
5,3,0.68,3,2,0.41,0,0,6,3,14,9,1.9,308,173,1
0,0,0.0,4,2,0.86,0,0,0,5,17,5,3.65,168,65,0
0,0,0.0,1,1,0.18,0,2,5,4,16,11,2.84,353,167,1
1,1,0.17,5,2,0.86,1,3,5,9,23,7,3.97,108,59,0
4,3,0.72,7,4,1.26,1,3,4,4,10,6,1.8,155,175,1
2,2,0.32,7,4,1.13,1,0,6,7,25,12,4.02,348,94,0
7,4,2.04,6,3,1.75,1,3,0,8,22,13,6.42,450,79,0
0,0,0.0,0,0,0.0,0,0,3,2,16,10,3.15,145,112,1
0,0,0.0,4,2,1.52,1,0,1,3,8,4,3.05,117,98,1
0,0,0.0,0,0,0.0,0,3,3,2,14,5,3.25,92,91,1
5,2,1.02,8,4,1.62,1,2,9,3,17,6,3.45,86,46,0
9,5,1.52,0,0,0.0,0,0,6,3,23,13,3.89,267,78,0
3,2,0.39,1,1,0.13,0,1,2,0,4,2,0.52,60,104,1
2,1,0.36,0,0,0.0,0,0,0,3,0,0,0.0,0,123,1
0,0,0.0,6,4,0.93,0,2,1,2,17,9,2.63,211,26,0
7,5,1.39,0,0,0.0,0,1,7,5,20,10,3.97,349,113,0
0,0,0.0,0,0,0.0,0,3,7,6,17,8,2.93,160,79,0
1,1,0.41,2,2,0.82,0,0,1,0,7,2,2.89,51,171,1
8,6,2.27,2,1,0.57,0,1,0,13,17,8,4.82,153,99,0
2,1,0.48,2,1,0.48,0,1,8,7,20,15,4.79,297,102,0
0,0,0.0,5,2,1.03,1,1,0,3,10,7,2.07,192,196,1
7,4,3.08,0,0,0.0,0,0,1,3,0,0,0.0,0,116,1
8,4,2.82,3,2,1.06,0,2,12,9,19,11,6.69,259,97,0
12,10,3.28,3,1,0.82,1,3,2,3,22,15,6.01,438,106,0
0,0,0.0,0,0,0.0,0,3,6,7,21,10,2.68,122,13,0
0,0,0.0,2,1,0.5,0,3,10,3,20,6,5.01,92,121,1
7,4,1.43,3,1,0.61,0,3,0,4,20,7,4.09,158,89,0
7,6,2.2,2,2,0.63,0,1,3,3,11,6,3.46,63,172,1
0,0,0.0,5,2,0.88,1,3,0,0,0,0,0.0,0,151,1
4,3,1.09,4,2,1.09,1,0,3,9,24,15,6.51,344,31,0
4,3,1.23,4,2,1.23,0,1,5,4,23,8,7.09,83,88,0
0,0,0.0,5,3,0.98,0,0,0,3,3,1,0.59,17,168,1
4,2,1.97,3,1,1.48,1,1,12,5,20,13,9.84,297,73,0
6,5,2.93,0,0,0.0,0,0,0,0,20,14,9.78,341,108,0
3,2,0.91,4,2,1.21,1,3,0,1,4,2,1.21,66,148,1
14,9,6.31,4,2,1.8,1,0,8,4,20,12,9.01,314,79,0
4,3,1.51,0,0,0.0,0,0,0,4,4,1,1.51,20,170,1
1,1,0.25,5,3,1.24,0,1,0,7,17,11,4.22,366,49,0
5,4,0.73,3,1,0.44,1,0,0,1,18,12,2.64,355,67,0
0,0,0.0,3,2,0.55,0,0,3,4,23,10,4.23,150,15,0
5,3,0.99,7,5,1.38,1,0,3,4,27,17,5.32,226,84,0
2,1,0.53,2,2,0.53,0,1,2,0,19,8,5.05,215,101,1
0,0,0.0,4,2,0.53,1,1,6,0,19,6,2.5,144,84,0
10,7,2.28,4,3,0.91,0,2,4,1,15,6,3.42,178,119,0
0,0,0.0,4,2,1.59,1,2,5,4,13,5,5.15,142,195,1
4,3,0.7,0,0,0.0,0,1,6,2,7,3,1.23,77,104,1
3,2,1.12,0,0,0.0,0,0,1,3,5,2,1.86,69,172,1
4,2,0.98,7,3,1.72,2,0,13,15,20,11,4.91,257,78,0
0,0,0.0,6,4,1.19,1,2,4,1,23,12,4.56,154,36,0
0,0,0.0,0,0,0.0,0,0,9,3,0,0,0.0,0,141,1
1,1,0.2,0,0,0.0,0,0,2,0,9,3,1.81,49,136,1
4,3,0.64,9,6,1.45,1,2,2,3,20,11,3.22,324,24,0
1,1,0.13,3,1,0.38,1,1,4,1,12,6,1.51,204,193,1
4,3,1.43,1,1,0.36,0,0,4,3,7,3,2.51,82,186,1
0,0,0.0,4,2,1.1,1,0,6,0,10,7,2.74,174,152,1
7,4,1.6,2,1,0.46,0,3,5,1,14,9,3.21,194,151,1
0,0,0.0,1,1,0.22,0,3,7,4,9,6,1.99,115,123,1
2,1,0.45,5,3,1.12,1,2,6,7,15,8,3.36,151,62,0
0,0,0.0,1,1,0.13,0,1,1,0,10,4,1.34,104,152,1
6,2,0.95,3,2,0.48,0,1,0,1,23,14,3.66,403,80,0
0,0,0.0,3,2,0.53,0,3,1,4,20,8,3.54,216,23,0
5,3,1.3,3,1,0.78,1,3,6,16,28,14,7.26,209,87,0
0,0,0.0,3,1,0.43,0,0,8,11,24,8,3.46,179,94,0
1,1,0.13,0,0,0.0,0,3,1,0,3,2,0.39,60,118,1
2,1,0.29,3,2,0.43,0,0,7,6,18,6,2.6,131,88,0
3,2,1.49,2,1,1.0,0,0,0,2,4,3,1.99,70,102,1
0,0,0.0,0,0,0.0,0,2,3,9,20,14,3.44,410,44,0
0,0,0.0,0,0,0.0,0,1,4,2,15,8,6.5,212,83,1
8,4,2.26,2,1,0.56,0,3,7,7,24,15,6.77,304,67,0
1,1,0.42,3,2,1.27,0,0,6,2,6,3,2.55,97,97,1
1,1,0.18,4,3,0.71,0,1,0,2,14,9,2.49,127,44,0
3,1,0.49,0,0,0.0,0,3,6,3,12,6,1.96,209,62,0
5,3,1.86,2,1,0.74,0,3,12,5,21,14,7.82,182,53,0
3,2,0.7,7,3,1.63,2,0,7,8,19,10,4.42,104,84,0
4,3,0.84,0,0,0.0,0,1,9,12,22,16,4.64,516,103,0
1,1,0.24,1,1,0.24,0,2,5,2,5,3,1.19,48,101,1
4,3,1.47,2,2,0.73,0,0,3,4,13,7,4.77,198,192,1
3,2,0.66,4,3,0.89,0,3,0,7,6,4,1.33,121,138,1
5,2,0.77,1,1,0.15,0,3,13,12,16,11,2.46,346,112,0
2,1,0.82,1,1,0.41,0,0,4,2,3,2,1.24,70,107,1
4,2,1.61,4,2,1.61,0,0,2,6,4,2,1.61,35,139,1
5,4,1.21,5,3,1.21,0,0,4,6,17,9,4.12,250,38,0
0,0,0.0,5,2,0.65,1,3,8,7,26,19,3.4,245,50,0
0,0,0.0,5,3,0.83,1,0,0,5,0,0,0.0,0,194,1
3,1,0.49,2,2,0.33,0,1,7,2,20,13,3.29,406,108,0
0,0,0.0,0,0,0.0,0,1,8,3,4,1,0.96,19,97,1
2,1,0.36,2,1,0.36,0,1,3,5,21,11,3.78,273,24,0
1,1,0.49,4,2,1.94,1,0,8,9,18,11,8.73,249,56,0
0,0,0.0,0,0,0.0,0,0,2,1,1,1,0.17,26,127,1
1,1,0.13,0,0,0.0,0,3,11,2,23,7,3.07,240,47,0
2,1,0.35,6,4,1.06,1,3,7,6,8,5,1.41,57,121,1
6,5,0.83,1,1,0.14,0,2,4,0,20,11,2.76,268,66,0
2,1,0.32,6,4,0.95,1,0,8,8,14,5,2.21,158,46,0
4,2,1.47,4,2,1.47,1,0,2,2,18,8,6.61,176,47,0
5,2,0.67,0,0,0.0,0,2,2,13,21,9,2.83,108,127,0
1,1,0.42,3,2,1.25,0,0,9,6,24,13,10.01,312,66,0
4,3,0.77,4,2,0.77,1,3,6,3,1,1,0.19,18,184,1
10,4,3.51,6,4,2.1,1,2,0,0,19,7,6.66,97,231,1
0,0,0.0,0,0,0.0,0,0,1,5,13,9,6.28,281,172,1
12,7,2.65,4,3,0.88,0,3,7,9,17,6,3.75,138,196,1
3,2,0.8,3,2,0.8,0,3,9,3,12,5,3.18,167,183,1
0,0,0.0,10,5,2.03,2,0,7,0,23,12,4.68,362,46,0
11,6,2.01,0,0,0.0,0,1,2,0,19,10,3.48,273,86,0
7,5,3.09,0,0,0.0,0,0,0,9,5,3,2.21,30,187,1
4,2,1.46,0,0,0.0,0,1,4,7,15,8,5.48,166,70,0
5,2,0.93,4,3,0.75,0,0,3,1,14,9,2.62,134,236,1
6,5,1.48,1,1,0.25,0,1,9,2,12,7,2.96,229,137,1
6,5,0.94,4,2,0.63,1,3,4,3,20,7,3.14,101,83,0
3,2,0.51,3,2,0.51,0,1,0,4,18,7,3.04,120,88,0
5,3,0.71,2,1,0.28,0,0,1,8,23,11,3.25,252,114,0
0,0,0.0,6,3,0.97,1,2,3,3,10,5,1.62,83,176,1
8,5,1.75,0,0,0.0,0,0,5,4,21,13,4.59,198,47,0
3,1,0.5,0,0,0.0,0,3,4,4,20,11,3.31,275,125,0
0,0,0.0,3,2,0.82,0,1,7,1,2,1,0.55,12,134,1
2,1,0.52,1,1,0.26,0,0,3,7,22,8,5.73,92,80,0
2,1,0.3,3,2,0.45,0,0,7,11,21,8,3.12,154,82,0
8,3,1.71,6,4,1.28,1,2,10,7,26,15,5.56,420,99,0
0,0,0.0,3,1,0.44,1,0,7,0,20,10,2.95,239,28,0
1,1,0.14,0,0,0.0,0,2,4,3,10,5,1.44,103,131,1
6,4,0.84,5,3,0.7,1,0,1,10,23,9,3.22,217,104,0
0,0,0.0,0,0,0.0,0,0,0,6,16,10,2.13,191,153,1
2,1,0.44,0,0,0.0,0,1,4,19,23,16,5.02,534,60,0
4,3,1.02,0,0,0.0,0,3,0,5,20,8,5.11,91,34,0
0,0,0.0,0,0,0.0,0,3,1,1,17,9,3.09,242,138,1
0,0,0.0,0,0,0.0,0,0,0,2,29,21,6.86,678,41,0
0,0,0.0,3,2,0.54,0,1,10,1,19,9,3.39,271,38,0
0,0,0.0,4,3,0.64,0,0,5,2,8,5,1.28,73,199,1
0,0,0.0,4,2,0.65,1,1,2,2,18,6,2.94,104,129,1
8,6,1.88,1,1,0.24,0,1,0,2,7,4,1.65,112,91,1
4,3,1.33,5,3,1.67,1,3,2,4,18,6,6.0,73,70,0
0,0,0.0,0,0,0.0,0,3,8,8,19,14,4.15,424,25,0
0,0,0.0,0,0,0.0,0,1,4,0,16,10,5.6,280,98,0
14,10,1.91,5,3,0.68,1,1,2,0,21,14,2.86,395,84,0
0,0,0.0,9,6,2.21,1,3,0,12,14,9,3.44,113,20,0
3,2,1.03,5,2,1.71,1,3,7,1,20,11,6.83,307,69,0
1,1,0.46,4,3,1.86,0,0,0,14,19,10,8.83,270,89,0
11,4,1.87,6,4,1.02,1,0,5,13,19,13,3.23,400,179,0
1,1,0.17,2,1,0.34,0,1,3,4,18,13,3.09,144,11,0
2,1,0.49,2,1,0.49,0,0,3,5,9,5,2.23,53,103,1
6,2,2.47,0,0,0.0,0,0,7,0,0,0,0.0,0,172,1
9,4,2.02,2,2,0.45,0,0,6,7,21,12,4.71,165,42,0
1,1,0.26,0,0,0.0,0,2,4,1,2,1,0.52,24,131,1
5,3,0.82,1,1,0.16,0,0,0,0,17,9,2.8,296,108,0
9,7,1.6,3,2,0.53,0,0,3,0,18,7,3.19,139,74,0
1,1,0.24,7,4,1.67,1,0,4,4,19,6,4.54,187,62,0
6,3,1.81,0,0,0.0,0,3,0,0,4,2,1.21,20,183,1
5,3,0.63,8,5,1.01,1,3,9,4,21,11,2.65,156,107,0
0,0,0.0,0,0,0.0,0,1,0,8,14,7,2.96,75,128,1
7,5,1.14,5,2,0.82,1,1,7,3,26,13,4.24,237,81,0
5,3,1.76,4,2,1.41,1,3,7,13,21,16,7.39,523,123,0
0,0,0.0,4,1,0.81,1,0,3,8,21,10,4.27,124,100,0
6,4,2.77,6,5,2.77,0,0,5,6,22,11,10.16,277,35,0
0,0,0.0,1,1,0.2,0,0,11,9,22,8,4.37,170,86,0
2,1,0.26,2,1,0.26,0,0,2,5,22,7,2.83,234,66,0
4,2,0.93,0,0,0.0,0,1,3,0,22,14,5.11,183,70,0
0,0,0.0,3,2,1.34,0,3,0,7,7,4,3.13,61,125,1
0,0,0.0,1,1,0.46,0,2,0,5,2,1,0.92,11,171,1
0,0,0.0,1,1,0.23,0,1,4,2,14,5,3.23,104,144,1
5,4,1.69,1,1,0.34,0,3,2,1,23,13,7.77,220,103,0
6,4,2.8,2,1,0.93,0,0,0,9,21,9,9.81,286,50,0
2,2,0.31,7,5,1.07,1,0,0,2,15,6,2.29,151,48,0
0,0,0.0,1,1,0.21,0,1,17,7,19,6,4.0,152,95,0
12,7,3.21,0,0,0.0,0,2,4,0,17,6,4.55,140,93,0
4,2,0.54,9,3,1.22,2,0,6,12,20,9,2.7,111,68,0
1,1,0.37,0,0,0.0,0,1,10,1,14,5,5.19,106,92,1
3,2,0.39,0,0,0.0,0,2,6,1,9,7,1.16,245,166,1
6,4,1.54,2,1,0.51,0,2,8,1,13,6,3.35,185,102,1
1,1,0.14,3,1,0.41,1,2,0,1,24,9,3.27,291,82,0
4,2,0.71,3,2,0.53,0,0,0,2,23,9,4.09,275,81,0
6,5,0.86,0,0,0.0,0,0,0,1,11,6,1.58,75,169,1
4,3,0.51,3,2,0.38,0,1,1,2,16,5,2.02,78,63,0
2,1,0.54,6,3,1.61,1,0,1,7,13,9,3.48,91,54,0
5,2,0.64,2,1,0.26,0,3,4,7,32,23,4.12,405,112,0
4,2,0.92,0,0,0.0,0,1,1,2,0,0,0.0,0,158,1
1,1,0.23,5,3,1.16,1,0,2,2,22,11,5.1,240,60,0
4,3,0.99,4,2,0.99,1,2,8,5,24,7,5.94,188,25,0
0,0,0.0,7,3,1.33,1,1,3,6,17,10,3.24,319,25,0
0,0,0.0,1,1,0.34,0,0,3,9,21,10,7.18,287,174,1
1,1,0.19,0,0,0.0,0,3,2,0,8,3,1.5,100,116,1
9,6,1.71,5,4,0.95,0,3,5,5,16,6,3.05,68,98,0
7,5,1.07,3,1,0.46,0,2,9,7,25,15,3.8,155,25,0
0,0,0.0,3,2,0.43,0,0,1,4,23,11,3.28,292,78,0
7,3,1.51,3,1,0.65,0,1,6,6,17,6,3.66,103,68,0
1,1,0.26,4,1,1.05,1,2,0,3,16,10,4.2,163,38,0
6,3,1.69,2,1,0.56,0,0,5,0,12,7,3.37,128,99,0
3,2,0.95,3,2,0.95,0,0,0,6,19,13,6.0,218,39,0
4,3,1.71,3,1,1.28,1,3,2,6,15,5,6.39,114,93,1
8,5,1.97,0,0,0.0,0,0,0,7,25,16,6.17,336,61,0
0,0,0.0,1,1,0.28,0,2,0,5,17,10,4.69,228,50,0
11,8,1.41,0,0,0.0,0,1,5,3,17,6,2.18,161,107,0
8,4,1.5,2,2,0.37,0,1,10,3,20,12,3.74,236,122,1
2,2,0.49,1,1,0.24,0,0,10,7,12,6,2.94,98,36,0
5,3,0.91,0,0,0.0,0,3,8,6,7,5,1.28,71,216,1
2,1,0.71,3,2,1.06,0,1,5,8,22,8,7.76,150,82,0
0,0,0.0,0,0,0.0,0,1,4,2,19,11,4.07,314,98,0
2,1,0.35,2,1,0.35,0,2,0,0,18,8,3.13,231,123,1
8,4,1.62,0,0,0.0,0,2,3,2,19,14,3.85,373,90,0
0,0,0.0,3,1,0.68,1,3,8,12,16,7,3.63,111,100,0
0,0,0.0,4,2,0.5,1,1,0,5,22,16,2.76,395,10,0
3,2,0.41,3,2,0.41,0,1,7,5,18,13,2.47,315,25,0
5,3,0.87,4,1,0.7,1,3,1,2,20,8,3.48,177,99,0
3,2,0.55,3,2,0.55,0,2,7,4,22,15,4.06,356,33,0
1,1,0.17,8,3,1.4,1,0,4,8,18,13,3.14,290,15,0
4,2,1.25,1,1,0.31,0,0,10,4,16,7,4.99,169,48,0
3,2,0.69,9,4,2.06,2,3,10,0,17,8,3.89,223,56,0
4,2,1.79,3,1,1.34,1,1,0,8,20,11,8.94,140,104,0
6,4,1.24,2,1,0.41,0,2,4,11,20,9,4.12,259,88,0
3,2,0.57,8,4,1.52,1,1,8,1,20,6,3.8,80,39,0
9,6,2.67,3,2,0.89,0,0,2,7,20,8,5.94,93,97,0
6,5,0.77,4,2,0.51,1,2,3,10,22,9,2.83,310,108,0
5,4,0.67,4,2,0.54,0,0,2,7,22,11,2.95,373,89,0
1,1,0.16,2,1,0.32,0,1,0,4,6,2,0.95,23,132,1
3,1,0.58,2,1,0.38,0,1,11,13,25,17,4.81,358,116,0
0,0,0.0,2,2,0.28,0,1,8,0,17,10,2.35,147,74,0
17,11,6.11,0,0,0.0,0,2,2,3,4,1,1.44,22,238,1
2,1,0.3,5,3,0.74,1,3,10,5,19,11,2.82,338,28,0
1,1,0.36,5,2,1.82,1,2,11,9,12,7,4.37,236,25,0
0,0,0.0,3,2,0.44,0,0,2,4,18,13,2.66,336,76,0
4,2,1.09,7,5,1.92,1,0,6,10,21,6,5.75,113,38,0
0,0,0.0,6,4,0.83,1,1,2,2,20,8,2.75,201,56,0
8,4,1.04,2,1,0.26,0,3,6,7,24,17,3.13,303,39,0
0,0,0.0,0,0,0.0,0,3,1,1,2,1,0.69,33,149,1
4,3,0.84,1,1,0.21,0,3,3,7,18,11,3.77,349,47,0
3,2,0.38,7,5,0.89,1,0,7,10,19,12,2.41,287,101,0
0,0,0.0,4,2,0.82,1,1,6,0,10,3,2.04,54,121,1
7,4,0.97,0,0,0.0,0,1,0,2,21,11,2.92,191,51,0
0,0,0.0,0,0,0.0,0,0,10,3,25,10,4.52,108,52,0
0,0,0.0,0,0,0.0,0,0,4,5,23,9,5.41,274,12,0
0,0,0.0,9,3,2.42,1,3,4,4,17,11,4.58,234,92,0
2,1,0.62,3,1,0.93,1,0,10,6,18,6,5.59,109,69,0
0,0,0.0,0,0,0.0,0,0,0,2,18,9,2.74,196,17,0
0,0,0.0,6,2,1.39,1,0,2,7,24,17,5.56,518,20,0
8,4,1.58,3,2,0.59,0,3,6,7,17,7,3.35,92,93,0
9,4,1.82,4,2,0.81,1,1,6,6,24,18,4.84,566,139,0
0,0,0.0,3,2,0.55,0,2,0,7,25,19,4.58,616,72,0
6,3,0.83,2,1,0.28,0,3,2,10,26,14,3.61,471,116,0
4,3,0.51,5,3,0.63,1,0,0,1,4,2,0.51,40,121,1
4,2,0.9,6,3,1.35,1,2,9,0,23,10,5.17,154,33,0
6,3,0.86,0,0,0.0,0,0,0,2,10,5,1.44,97,154,1
4,3,0.61,1,1,0.15,0,0,0,2,5,2,0.76,37,200,1
8,6,1.47,2,1,0.37,0,3,0,0,10,4,1.84,58,172,1
0,0,0.0,0,0,0.0,0,2,13,10,0,0,0.0,0,121,1
3,2,0.94,0,0,0.0,0,1,5,3,7,3,2.19,66,151,1
2,1,0.75,0,0,0.0,0,1,7,6,1,1,0.38,32,191,1
2,1,0.28,0,0,0.0,0,1,8,5,14,4,1.97,43,200,1
6,5,1.29,3,2,0.65,0,0,4,5,18,10,3.88,261,106,0
0,0,0.0,2,1,0.28,0,0,8,4,6,4,0.85,116,121,1
0,0,0.0,5,2,0.68,1,0,3,3,21,9,2.85,261,26,0
9,4,3.79,2,1,0.84,0,0,0,0,18,7,7.58,225,133,0
8,7,1.1,2,1,0.27,0,3,4,0,2,1,0.27,28,164,1
0,0,0.0,1,1,0.21,0,0,6,3,8,5,1.71,166,183,1
5,2,0.99,1,1,0.2,0,0,5,2,10,6,1.98,110,148,1
0,0,0.0,6,4,1.04,0,1,5,7,20,9,3.47,203,96,0
0,0,0.0,0,0,0.0,0,3,8,2,2,1,0.26,10,155,1
0,0,0.0,0,0,0.0,0,0,9,9,20,15,9.46,153,86,0
10,7,2.06,0,0,0.0,0,0,1,5,3,2,0.62,32,126,1
4,3,0.65,0,0,0.0,0,1,1,0,7,4,1.14,50,180,1
0,0,0.0,7,3,1.1,2,2,5,1,21,14,3.31,231,98,0
13,9,2.11,0,0,0.0,0,1,4,0,24,12,3.9,173,114,0
0,0,0.0,0,0,0.0,0,3,1,4,11,5,3.92,54,82,1
7,6,1.84,5,3,1.32,1,3,3,3,19,7,5.0,229,110,0
0,0,0.0,0,0,0.0,0,2,2,1,4,2,0.96,20,88,1
0,0,0.0,3,2,0.44,0,2,6,7,9,5,1.32,142,148,1
5,3,1.36,0,0,0.0,0,1,7,11,23,7,6.26,97,27,0
0,0,0.0,4,2,1.23,1,0,5,4,14,7,4.29,230,93,1
5,4,0.65,0,0,0.0,0,3,1,2,14,9,1.81,291,189,1
1,1,0.49,3,2,1.46,0,1,1,1,15,9,7.31,237,147,1
3,2,0.38,2,1,0.25,0,0,0,0,2,1,0.25,27,172,1
0,0,0.0,6,4,0.99,1,2,5,7,16,11,2.64,111,37,0
1,1,0.14,4,2,0.57,0,0,3,3,14,4,2.01,138,42,0
0,0,0.0,0,0,0.0,0,1,9,7,15,8,3.98,256,48,0
0,0,0.0,0,0,0.0,0,1,1,1,1,1,0.48,32,95,1
4,2,0.62,0,0,0.0,0,1,3,4,21,11,3.27,291,39,0
5,4,0.71,5,4,0.71,0,3,3,10,22,10,3.14,186,77,0
0,0,0.0,1,1,0.16,0,0,4,6,4,1,0.62,32,189,1
8,6,2.8,2,1,0.7,0,1,3,2,14,10,4.9,173,65,0
9,4,1.38,3,2,0.46,0,1,1,0,21,11,3.22,265,135,0
6,3,0.91,5,3,0.76,1,2,3,0,26,18,3.93,225,109,0
3,2,0.5,3,2,0.5,0,2,7,5,23,13,3.86,430,57,0
4,3,0.61,5,2,0.76,1,1,0,4,12,7,1.82,95,106,1
2,1,0.28,1,1,0.14,0,2,0,2,21,14,2.97,219,103,0
3,2,0.53,2,1,0.35,0,0,5,2,21,13,3.7,311,93,0
2,2,0.79,1,1,0.4,0,3,3,0,19,9,7.51,262,134,1
14,9,2.84,7,4,1.42,1,1,3,3,17,9,3.45,229,111,0
0,0,0.0,0,0,0.0,0,2,0,1,9,6,3.65,95,141,1
0,0,0.0,3,2,0.67,0,0,8,4,5,2,1.12,20,193,1
0,0,0.0,6,4,1.35,1,0,0,1,22,10,4.95,289,98,0
3,1,1.25,2,1,0.83,0,1,11,2,15,5,6.26,173,80,0
0,0,0.0,3,2,0.73,0,3,4,9,19,14,4.64,423,93,0
6,4,2.25,6,4,2.25,1,1,5,10,15,5,5.63,108,59,0
7,6,1.02,4,3,0.58,0,3,7,2,15,9,2.19,293,113,0
0,0,0.0,3,2,0.39,0,1,6,0,16,8,2.08,162,62,0
0,0,0.0,7,5,2.88,1,1,6,7,15,7,6.16,162,14,0
7,4,0.91,5,2,0.65,1,0,10,1,9,5,1.16,110,175,1
0,0,0.0,0,0,0.0,0,3,9,3,18,6,3.51,127,183,1
4,2,1.05,2,1,0.53,0,0,5,5,5,3,1.32,88,199,1
4,2,1.63,7,5,2.84,1,3,7,13,18,12,7.31,278,107,0
10,7,2.0,0,0,0.0,0,3,8,5,22,15,4.4,269,51,0
0,0,0.0,0,0,0.0,0,3,5,4,5,2,0.74,33,130,1
0,0,0.0,0,0,0.0,0,1,3,4,19,13,3.04,142,110,1
5,4,2.17,4,3,1.74,0,2,4,2,17,10,7.39,246,37,0
4,2,1.64,2,1,0.82,0,2,7,2,8,6,3.28,94,158,1
4,2,0.91,5,4,1.13,0,0,6,7,0,0,0.0,0,196,1
0,0,0.0,0,0,0.0,0,2,4,5,23,13,6.1,342,64,0
6,3,1.77,0,0,0.0,0,0,3,2,4,3,1.18,81,125,1
0,0,0.0,3,2,0.81,0,1,1,4,0,0,0.0,0,139,1
9,5,1.32,3,2,0.44,0,0,3,7,18,9,2.64,203,143,0
0,0,0.0,4,3,0.53,0,0,0,0,9,4,1.19,129,171,1
4,2,0.9,1,1,0.23,0,1,1,1,9,4,2.03,134,127,1
0,0,0.0,0,0,0.0,0,1,9,0,23,11,3.09,332,88,0
3,1,0.76,0,0,0.0,0,2,4,10,17,7,4.33,181,47,0
2,1,0.41,2,1,0.41,0,0,0,8,20,8,4.12,141,73,0
5,4,1.49,0,0,0.0,0,1,11,1,0,0,0.0,0,182,1
5,3,0.86,2,1,0.34,0,0,5,0,17,6,2.91,101,83,0
3,2,0.38,8,4,1.02,2,1,5,9,21,13,2.67,196,98,0
9,6,1.6,0,0,0.0,0,2,4,4,18,7,3.2,147,99,0
4,2,0.96,3,2,0.72,0,1,3,3,3,1,0.72,11,174,1
5,4,0.85,5,2,0.85,1,2,0,0,16,5,2.72,172,102,0
0,0,0.0,4,3,1.46,0,0,6,5,18,8,6.58,198,35,0
0,0,0.0,2,1,0.27,0,2,24,1,14,9,1.91,215,110,1
4,2,0.8,3,2,0.6,0,1,3,1,19,13,3.79,343,73,0
2,2,0.43,1,1,0.21,0,1,10,7,8,3,1.7,67,166,1
0,0,0.0,4,2,0.73,1,2,8,1,7,4,1.27,43,157,1
1,1,0.17,7,3,1.22,1,0,7,0,20,10,3.48,253,10,0
2,1,0.82,6,2,2.47,1,2,7,5,17,12,6.99,335,56,0
6,3,0.98,1,1,0.16,0,2,9,2,6,4,0.98,82,106,1
0,0,0.0,5,4,1.45,0,0,7,0,21,11,6.08,318,73,0
0,0,0.0,2,1,0.32,0,0,0,0,8,5,1.27,78,161,1
5,4,0.72,0,0,0.0,0,0,6,0,16,11,2.31,171,149,1
