BlockCount,SuccessfulBlockCount,BlockPerMinute,DodgeCount,SuccessfulDodgeCount,DodgePerMinute,PanicDodges,DodgeDirection,JumpCount,SprintCount,AttackCount,SuccessfulAttackCount,AttackPerMinute,DamageDealt,DamageTaken,IsDied,label
6,2,1.2,2,2,0.43,1,2,8,2,18,13,3.61,386,95,0,0
0,0,0.0,3,3,0.63,1,3,2,0,11,6,2.19,130,170,0,3
0,0,0.0,1,0,0.23,3,0,0,9,21,5,4.17,91,20,1,1
3,2,0.68,0,0,0.0,1,0,0,0,14,8,2.77,252,37,1,1
2,2,0.41,3,0,0.55,3,2,7,15,21,14,4.2,299,23,1,1
1,0,0.32,7,1,1.41,2,2,2,3,2,0,0.41,19,167,0,3
0,0,0.0,3,3,0.65,0,1,0,0,13,6,2.61,76,134,1,3
2,0,0.38,0,0,0.0,1,2,4,2,13,10,2.57,161,196,0,1
1,1,0.21,0,0,0.0,2,3,8,9,20,13,3.96,281,18,0,1
0,0,0.0,5,3,1.03,0,1,7,0,22,9,4.4,221,100,1,1
0,0,0.0,5,1,0.92,0,3,7,1,19,10,3.73,246,40,0,1
6,6,1.23,4,1,0.83,2,2,0,0,15,7,2.92,172,102,1,2
2,0,0.42,1,1,0.17,0,1,5,6,16,7,3.29,189,36,0,1
14,7,2.83,1,1,0.22,0,1,6,2,14,7,2.8,83,129,1,0
6,5,1.15,2,0,0.51,2,2,9,6,25,15,4.96,304,69,0,0
2,0,0.43,0,0,0.0,1,2,1,3,16,8,3.15,168,186,0,1
2,0,0.43,5,4,0.96,0,3,6,0,15,12,2.94,258,151,0,1
3,2,0.68,2,2,0.38,2,2,13,0,15,7,2.98,175,78,0,1
0,0,0.0,3,2,0.52,2,1,0,2,21,9,4.17,215,102,0,1
2,1,0.42,4,4,0.75,0,3,2,4,21,6,4.2,162,77,0,1
9,8,1.81,1,1,0.25,1,2,7,12,22,9,4.31,243,116,0,0
0,0,0.0,0,0,0.0,2,0,0,2,12,7,2.32,99,81,1,3
3,0,0.59,0,0,0.0,0,1,1,8,9,7,1.8,155,94,0,1
3,2,0.58,8,3,1.61,0,0,14,0,18,8,3.6,102,74,0,1
2,1,0.45,5,4,0.98,0,1,3,2,14,12,2.83,312,89,1,1
3,2,0.62,0,0,0.0,0,2,2,5,22,11,4.46,229,59,0,2
7,7,1.35,0,0,0.0,0,3,5,1,16,7,3.17,272,150,0,0
1,1,0.16,5,4,0.98,0,2,5,6,15,9,3.01,240,130,0,1
6,3,1.33,0,0,0.0,2,2,4,7,27,14,5.31,278,78,0,0
5,5,0.98,2,0,0.41,0,1,6,8,21,13,4.04,198,54,1,0
3,0,0.63,7,4,1.4,3,1,1,8,27,16,5.32,181,61,0,1
1,1,0.2,2,0,0.4,1,3,3,5,13,8,2.56,260,199,1,1
0,0,0.0,0,0,0.0,0,1,0,10,20,12,4.08,202,96,1,1
1,1,0.26,2,0,0.34,0,0,2,4,0,0,0.0,0,79,1,3
4,4,0.78,2,0,0.43,2,2,3,2,10,3,2.02,87,104,1,2
2,0,0.38,0,0,0.0,0,0,3,0,17,6,3.35,202,39,0,1
3,1,0.67,0,0,0.0,0,3,3,6,28,13,5.59,279,78,1,0
3,0,0.58,0,0,0.0,1,0,0,6,7,7,1.39,118,175,1,3
5,5,0.93,8,0,1.56,2,1,2,9,21,9,4.13,210,97,0,0
0,0,0.0,0,0,0.0,0,2,1,5,16,10,3.23,192,153,1,3
0,0,0.0,7,2,1.38,3,0,7,7,14,13,2.8,112,39,1,1
0,0,0.0,2,2,0.43,3,3,4,2,15,7,2.98,229,91,0,1
2,1,0.46,0,0,0.0,1,1,0,3,4,0,0.81,10,172,0,3
2,0,0.4,0,0,0.0,1,0,7,2,3,3,0.58,32,196,0,3
8,3,1.64,0,0,0.0,0,3,3,1,4,0,0.7,21,117,1,2
4,1,0.82,2,2,0.39,1,1,0,0,0,0,0.0,1,153,0,3
10,9,2.05,4,3,0.83,2,2,4,0,15,7,3.09,180,121,1,0
0,0,0.0,0,0,0.0,1,3,7,2,6,3,1.23,37,137,0,3
10,4,2.03,4,2,0.82,2,0,3,1,20,12,3.99,265,135,0,0
5,0,1.03,1,1,0.19,0,2,2,2,1,1,0.22,0,140,1,3
0,0,0.0,2,2,0.4,3,2,4,0,7,4,1.39,129,117,1,3
2,2,0.37,3,3,0.61,1,3,2,8,27,16,5.25,181,59,1,1
0,0,0.0,3,3,0.68,1,1,5,9,18,11,3.52,141,59,1,1
6,3,1.15,2,2,0.41,2,3,6,2,16,9,3.18,248,37,0,0
11,4,2.16,3,3,0.61,0,2,0,2,25,9,5.01,285,138,0,0
4,4,0.78,7,1,1.44,1,0,6,12,15,9,3.07,369,46,0,0
3,2,0.66,4,3,0.8,1,0,0,4,10,4,1.93,79,130,1,1
7,2,1.39,0,0,0.0,2,1,3,0,16,13,3.21,324,28,1,2
9,5,1.76,3,3,0.59,0,2,2,0,3,0,0.48,34,184,0,2
0,0,0.0,1,0,0.26,1,1,9,1,0,0,0.0,1,143,0,3
9,9,1.72,2,0,0.46,2,3,7,1,26,10,5.17,282,85,1,0
2,1,0.31,1,0,0.23,0,1,1,8,19,7,3.86,228,52,0,1
1,1,0.19,1,0,0.09,1,0,3,7,4,3,0.75,26,172,0,3
5,2,0.99,5,2,1.01,1,3,6,0,9,1,1.77,69,153,0,1
9,4,1.85,5,0,0.9,3,1,8,7,21,13,4.22,156,132,0,0
0,0,0.0,2,0,0.42,2,2,0,2,18,13,3.54,228,38,1,1
0,0,0.0,5,3,1.08,1,0,0,3,12,6,2.36,131,169,0,1
0,0,0.0,3,3,0.66,0,0,7,0,13,5,2.51,109,49,1,1
2,0,0.36,17,7,3.39,5,1,2,2,25,15,5.0,365,72,0,1
4,3,0.79,2,2,0.39,0,3,10,1,22,7,4.3,304,29,0,0
7,1,1.27,1,1,0.11,2,0,2,14,23,11,4.62,389,46,0,0
4,3,0.78,1,1,0.2,1,2,9,1,22,8,4.31,300,33,0,0
5,3,1.0,8,2,1.59,2,1,0,0,24,10,4.73,159,66,0,0
10,9,1.96,0,0,0.0,0,1,4,5,22,10,4.31,337,65,0,0
2,1,0.37,3,0,0.55,2,3,4,7,8,1,1.58,59,125,1,3
8,5,1.59,2,0,0.34,0,0,5,7,20,16,4.03,394,53,1,0
10,5,2.0,0,0,0.0,0,3,1,4,17,8,3.34,159,115,1,0
15,11,3.04,0,0,0.0,0,3,11,4,23,11,4.52,182,55,0,0
10,4,2.02,2,2,0.44,0,0,7,4,21,14,4.17,507,135,1,0
3,1,0.64,0,0,0.0,0,1,1,8,17,11,3.38,424,38,0,1
10,6,2.03,1,0,0.28,0,0,4,0,18,9,3.61,189,120,0,0
7,7,1.41,2,0,0.48,1,1,6,10,22,18,4.31,451,76,1,0
1,1,0.31,10,5,2.05,0,1,0,8,24,16,4.78,441,70,0,1
1,0,0.16,2,2,0.32,0,3,1,6,4,3,0.86,63,187,0,3
0,0,0.0,0,0,0.0,0,1,5,6,15,6,2.93,165,166,1,3
2,2,0.39,2,0,0.38,1,1,5,9,23,8,4.58,91,82,0,1
3,2,0.6,0,0,0.0,0,2,6,2,18,8,3.53,116,114,0,2
2,0,0.41,0,0,0.0,0,1,5,2,11,6,2.24,271,105,1,3
2,0,0.35,4,0,0.81,2,0,6,3,0,0,0.0,22,196,0,3
5,3,1.1,7,5,1.27,1,0,5,1,14,3,2.72,84,127,1,1
0,0,0.0,3,3,0.62,2,0,0,8,18,7,3.59,139,78,0,1
5,3,0.95,5,2,1.06,2,0,2,3,14,10,2.8,229,171,0,2
6,4,1.21,1,0,0.2,0,0,10,4,20,14,3.98,204,76,1,0
3,0,0.65,1,0,0.15,1,2,0,3,7,1,1.38,41,169,0,3
3,0,0.68,2,1,0.43,2,0,0,5,2,2,0.37,34,138,0,3
2,2,0.28,3,2,0.6,1,3,0,5,16,6,3.1,139,52,0,1
1,0,0.24,0,0,0.0,0,0,4,9,20,7,3.97,189,34,0,1
0,0,0.0,4,1,0.69,2,1,3,4,18,6,3.62,215,22,0,1
0,0,0.0,2,1,0.27,2,1,1,4,5,1,1.05,47,185,0,3
1,1,0.19,0,0,0.0,1,0,12,3,13,9,2.59,104,189,0,1
11,2,2.15,6,5,1.18,1,0,6,12,21,14,4.12,398,180,0,0
9,5,1.77,0,0,0.0,2,0,0,1,24,14,4.71,440,111,1,0
7,5,1.35,9,4,1.82,0,1,7,1,19,9,3.75,129,130,1,0
5,0,1.05,4,1,0.88,1,2,7,0,7,7,1.3,92,158,0,1
1,0,0.19,3,3,0.59,1,3,2,1,21,16,4.05,313,59,0,1
2,1,0.25,8,2,1.62,3,0,4,17,22,4,4.31,67,71,1,1
2,0,0.37,0,0,0.0,0,3,4,3,16,6,3.2,106,142,0,1
6,3,1.17,1,0,0.32,2,1,2,6,2,0,0.32,2,121,0,2
0,0,0.0,5,0,1.06,0,1,7,0,17,10,3.4,203,96,0,1
1,0,0.2,2,1,0.44,2,0,15,12,19,12,3.73,230,90,1,1
8,8,1.6,1,1,0.16,0,0,5,5,24,8,4.83,263,52,0,0
6,4,1.23,8,4,1.67,0,1,9,13,21,6,4.14,114,69,0,0
1,1,0.25,0,0,0.0,1,3,6,0,14,8,2.76,124,119,1,3
5,3,1.01,6,2,1.23,2,0,9,5,21,5,4.14,186,56,1,0
2,2,0.37,0,0,0.0,0,1,4,3,19,13,3.74,383,101,1,1
1,1,0.12,0,0,0.0,2,0,4,1,8,4,1.59,102,131,0,3
4,3,0.87,2,1,0.4,0,0,2,1,4,3,0.81,66,128,1,2
8,3,1.77,4,1,0.76,0,3,5,1,10,5,1.99,129,100,0,2
6,2,1.21,3,3,0.62,0,0,1,1,18,13,3.51,135,99,1,2
0,0,0.0,0,0,0.0,0,0,5,5,14,5,2.8,97,145,0,3
7,4,1.48,1,0,0.16,0,3,2,1,20,10,3.91,332,74,1,0
1,0,0.11,2,2,0.3,0,1,6,2,19,12,3.72,404,107,0,1
0,0,0.0,4,4,0.83,0,0,10,0,18,6,3.55,176,28,0,1
0,0,0.0,0,0,0.0,1,2,0,0,3,3,0.64,90,201,0,3
5,0,0.96,1,1,0.17,2,1,11,1,15,3,2.92,173,80,0,1
9,3,1.77,1,1,0.08,0,2,5,6,27,15,5.38,170,167,1,0
3,3,0.53,3,2,0.52,3,1,0,11,17,14,3.25,142,12,1,1
5,3,1.06,7,5,1.41,1,0,10,4,24,10,4.8,86,82,1,0
0,0,0.0,0,0,0.0,0,0,4,1,23,17,4.62,535,82,0,1
1,0,0.22,7,4,1.35,0,3,4,1,21,10,4.2,242,100,0,1
2,2,0.32,0,0,0.0,0,0,0,3,0,0,0.0,0,206,1,3
5,1,1.07,7,5,1.48,0,3,7,10,20,10,3.94,105,86,1,1
8,8,1.59,8,4,1.62,0,0,15,20,23,15,4.52,424,111,0,0
0,0,0.0,3,2,0.65,1,3,2,1,14,7,2.74,292,165,0,1
1,0,0.19,3,3,0.54,0,2,8,3,18,11,3.55,334,69,0,1
7,7,1.37,0,0,0.0,0,1,2,2,16,12,3.23,260,106,0,0
1,1,0.13,4,2,0.89,3,1,5,7,19,5,3.77,152,85,0,1
7,7,1.45,12,6,2.35,1,2,5,0,15,5,3.02,190,105,1,0
7,6,1.38,4,1,0.86,0,1,1,10,17,7,3.53,297,93,0,0
0,0,0.0,0,0,0.0,0,2,6,3,16,6,3.26,125,96,0,3
8,8,1.56,4,0,0.89,3,1,13,20,24,18,4.77,249,62,1,0
17,9,3.4,2,0,0.44,2,1,6,1,25,14,4.94,366,146,1,0
0,0,0.0,1,0,0.14,1,0,4,15,18,7,3.62,133,17,1,1
0,0,0.0,6,0,1.18,1,0,6,7,28,20,5.61,246,49,0,1
9,9,1.77,7,2,1.44,1,1,11,9,24,17,4.8,500,84,0,0
6,0,1.28,0,0,0.0,1,1,6,0,0,0,0.0,0,173,1,2
2,1,0.36,0,0,0.0,0,3,11,6,12,5,2.34,155,168,0,1
2,0,0.45,1,1,0.2,0,1,8,4,2,2,0.41,22,111,1,3
6,4,1.22,4,3,0.85,1,1,0,0,25,12,4.97,279,111,0,0
0,0,0.0,0,0,0.0,0,2,1,0,0,0,0.0,33,106,1,3
0,0,0.0,3,3,0.62,0,0,0,12,17,8,3.36,268,90,0,1
7,3,1.4,1,0,0.19,0,3,8,6,6,1,1.21,26,133,0,2
5,2,0.97,4,0,0.77,1,1,10,9,22,15,4.28,227,51,0,0
0,0,0.0,4,3,0.74,3,3,3,6,21,8,4.17,151,58,1,1
0,0,0.0,2,2,0.49,0,0,1,1,15,9,3.07,97,184,0,1
9,5,1.86,1,1,0.2,0,1,1,2,19,9,3.75,184,106,0,0
8,2,1.53,2,1,0.39,1,2,10,10,17,10,3.37,257,96,1,0
0,0,0.0,4,4,0.79,1,1,0,3,16,11,3.23,213,25,0,1
8,7,1.52,7,0,1.4,1,2,5,4,26,13,5.19,235,80,1,0
0,0,0.0,2,1,0.38,0,0,7,4,19,16,3.69,441,94,1,1
7,4,1.39,4,3,0.77,0,0,7,4,19,8,3.77,73,122,0,0
13,8,2.67,7,4,1.33,4,1,2,8,16,14,3.2,231,104,0,0
3,3,0.68,3,1,0.6,0,0,3,7,14,9,2.85,171,111,0,1
8,5,1.51,0,0,0.0,0,0,10,1,26,18,5.23,475,158,1,0
5,3,0.92,0,0,0.0,0,3,8,13,26,13,5.16,225,97,1,0
0,0,0.0,0,0,0.0,0,2,6,11,14,7,2.81,264,65,1,1
3,0,0.64,1,0,0.23,1,3,1,4,7,1,1.39,49,184,0,3
5,3,0.92,2,0,0.42,0,1,6,11,15,10,2.96,220,95,0,2
4,3,0.78,4,4,0.89,0,1,11,10,31,18,6.22,201,25,0,0
0,0,0.0,1,0,0.23,0,0,5,2,5,1,1.05,28,116,1,3
0,0,0.0,9,6,1.8,0,3,4,4,22,15,4.39,440,73,1,1
2,1,0.38,5,2,1.02,2,1,1,9,5,4,0.96,59,127,1,3
2,0,0.3,0,0,0.0,0,1,4,4,0,0,0.0,0,118,1,3
0,0,0.0,5,4,1.09,1,0,1,2,11,5,2.19,85,177,0,1
1,1,0.15,1,1,0.19,0,1,8,4,14,7,2.83,76,39,0,1
2,0,0.43,6,2,1.21,1,2,1,2,17,11,3.36,190,150,0,1
12,8,2.36,4,0,0.95,0,2,7,3,20,10,3.98,316,81,1,0
4,0,0.81,2,0,0.4,0,3,8,7,0,0,0.0,0,118,0,3
7,3,1.42,3,3,0.6,1,1,2,3,19,10,3.76,109,94,1,2
6,5,1.26,12,7,2.36,0,1,2,0,21,8,4.19,114,140,1,0
0,0,0.0,0,0,0.0,1,0,3,12,17,11,3.38,257,59,1,1
0,0,0.0,0,0,0.0,0,1,3,0,1,1,0.16,25,128,0,3
5,2,1.08,3,1,0.62,0,3,7,10,18,12,3.55,184,59,0,0
1,1,0.21,0,0,0.0,0,0,4,2,15,8,2.91,262,198,1,3
0,0,0.0,5,5,0.9,2,2,5,1,18,12,3.54,238,100,1,1
5,1,1.04,5,4,0.93,0,3,2,2,22,10,4.44,137,100,0,0
7,5,1.35,0,0,0.0,0,0,0,6,18,8,3.61,286,68,0,0
4,0,0.81,0,0,0.0,0,0,0,1,2,1,0.36,0,147,0,3
0,0,0.0,0,0,0.0,0,1,3,6,22,11,4.36,343,66,0,1
1,0,0.26,0,0,0.0,0,0,3,1,18,7,3.53,139,65,1,1
0,0,0.0,3,3,0.68,1,0,4,5,28,10,5.6,190,57,1,1
2,0,0.27,6,3,1.28,0,1,6,7,18,4,3.59,195,91,0,1
2,2,0.38,5,3,1.04,0,1,6,8,23,10,4.61,333,96,1,1
0,0,0.0,1,1,0.17,0,1,6,7,4,3,0.78,62,187,0,3
0,0,0.0,6,3,1.27,1,3,1,6,15,9,3.03,367,51,0,1
2,1,0.43,0,0,0.0,0,0,6,2,18,11,3.52,260,48,0,1
0,0,0.0,0,0,0.0,0,0,0,2,8,6,1.56,97,142,1,3
8,6,1.56,5,4,0.96,0,0,8,3,20,13,3.96,236,72,1,0
0,0,0.0,6,3,1.2,0,1,2,3,23,11,4.61,376,68,0,1
1,1,0.17,0,0,0.0,2,3,1,1,20,8,3.95,196,19,0,1
0,0,0.0,3,0,0.53,0,3,0,7,13,7,2.54,108,121,0,1
3,1,0.63,0,0,0.0,0,0,3,8,19,6,3.78,227,53,0,1
2,2,0.4,5,3,1.01,0,0,0,3,0,0,0.0,0,113,0,3
0,0,0.0,1,0,0.14,0,0,9,7,13,3,2.53,45,198,0,3
3,3,0.55,0,0,0.0,1,1,7,1,15,6,3.04,120,161,0,2
0,0,0.0,3,2,0.61,1,3,0,0,10,5,1.99,103,152,1,3
10,6,2.07,6,3,1.17,0,2,3,6,18,11,3.58,363,109,0,0
3,3,0.56,4,2,0.74,0,3,5,2,17,12,3.35,246,37,0,1
3,2,0.72,5,4,1.0,2,3,6,6,22,13,4.4,441,25,0,0
3,0,0.65,5,4,1.02,0,1,12,15,13,6,2.64,79,54,0,1
10,6,1.96,3,2,0.71,0,0,10,8,23,10,4.65,303,95,0,0
2,2,0.43,7,3,1.4,0,0,6,3,21,10,4.19,177,82,1,1
6,1,1.21,3,2,0.6,0,1,5,4,21,11,4.14,313,93,0,0
1,0,0.13,0,0,0.0,0,1,1,0,0,0,0.0,29,130,0,3
9,5,1.88,3,3,0.66,0,0,1,0,20,12,3.95,265,136,0,0
0,0,0.0,0,0,0.0,2,0,6,1,14,8,2.74,270,105,0,1
4,2,0.87,2,2,0.44,1,0,0,6,15,7,3.0,258,178,0,2
7,3,1.45,7,3,1.41,1,0,7,13,16,12,3.13,367,47,1,0
4,0,0.82,9,6,1.85,0,3,0,3,15,6,2.96,153,48,0,1
6,4,1.25,2,2,0.42,3,2,2,23,20,9,4.01,207,51,0,0
0,0,0.0,10,6,1.93,3,1,1,3,22,14,4.52,433,9,0,1
0,0,0.0,2,1,0.39,0,0,3,0,21,8,4.2,270,87,1,1
0,0,0.0,1,1,0.19,2,3,8,7,12,9,2.44,99,145,0,1
5,0,0.9,0,0,0.0,2,1,5,0,13,10,2.56,116,162,0,2
13,9,2.53,0,0,0.0,0,1,6,0,23,11,4.58,175,115,0,0
2,1,0.41,5,0,1.07,0,0,0,5,26,19,5.07,617,70,0,0
4,0,0.76,5,2,1.02,3,3,12,3,17,11,3.31,326,59,0,1
1,0,0.23,1,1,0.22,0,3,1,6,17,8,3.39,228,48,0,1
12,4,2.35,0,0,0.0,0,3,0,3,18,6,3.6,123,79,0,0
1,0,0.14,6,4,1.21,0,1,2,0,16,4,3.22,187,146,0,1
0,0,0.0,1,1,0.19,2,1,9,1,23,13,4.56,161,52,0,1
0,0,0.0,0,0,0.0,0,0,1,1,20,6,4.05,149,48,1,1
0,0,0.0,0,0,0.0,2,0,4,7,21,10,4.2,219,52,1,1
13,4,2.66,1,1,0.24,0,0,4,1,17,11,3.29,274,85,1,0
5,1,0.96,3,1,0.63,0,0,2,4,2,0,0.31,0,202,0,3
10,9,2.0,3,3,0.57,0,0,3,3,15,8,2.99,180,119,1,0
7,7,1.41,0,0,0.0,0,3,3,2,24,10,4.76,178,59,1,0
0,0,0.0,1,1,0.14,2,1,5,3,13,6,2.59,202,192,0,3
5,2,1.0,4,4,0.85,0,2,3,10,22,10,4.36,388,43,0,0
2,2,0.42,2,0,0.36,2,0,0,2,1,1,0.17,38,83,0,3
4,4,0.73,5,2,0.97,0,0,1,4,21,14,4.14,216,37,1,0
16,7,3.19,3,0,0.65,1,1,4,2,22,11,4.37,213,68,0,0
3,0,0.6,1,0,0.25,0,2,12,0,11,4,2.23,81,101,0,3
0,0,0.0,2,2,0.39,0,0,2,0,5,0,0.94,23,158,1,3
0,0,0.0,1,1,0.2,0,0,10,3,12,2,2.38,82,101,1,3
2,0,0.43,2,2,0.42,0,0,7,2,10,10,2.06,159,193,0,1
1,0,0.17,0,0,0.0,1,1,4,2,7,3,1.3,81,93,1,3
5,2,0.97,4,2,0.8,0,1,5,8,16,9,3.21,251,38,0,0
1,1,0.22,2,0,0.39,1,0,7,0,16,12,3.17,373,50,1,1
3,2,0.55,3,1,0.63,0,1,11,6,19,12,3.74,325,59,0,0
6,3,1.17,7,5,1.47,1,2,2,2,23,8,4.54,158,77,0,0
0,0,0.0,6,4,1.26,3,0,6,4,24,6,4.82,199,40,0,1
5,4,0.98,3,0,0.65,0,1,2,3,15,7,2.97,110,109,1,2
8,6,1.6,3,2,0.55,0,0,6,7,18,12,3.52,282,36,1,0
0,0,0.0,6,4,1.26,1,3,0,4,1,1,0.16,17,168,0,3
0,0,0.0,0,0,0.0,1,2,8,1,12,6,2.36,194,166,0,3
0,0,0.0,3,2,0.51,0,1,0,11,18,13,3.62,129,87,0,1
8,3,1.62,5,5,0.96,0,0,2,10,18,11,3.55,223,156,0,0
0,0,0.0,4,4,0.8,2,1,3,3,13,4,2.58,185,146,1,1
4,3,0.66,4,3,0.7,0,3,3,6,21,12,4.14,250,113,0,0
3,2,0.65,0,0,0.0,0,2,5,2,25,7,4.95,270,90,0,2
1,1,0.21,9,5,1.84,0,2,0,5,5,2,0.99,47,210,1,3
0,0,0.0,1,0,0.18,0,0,7,0,20,11,3.93,408,26,0,1
11,4,2.27,5,4,0.94,2,0,6,3,19,11,3.74,201,120,0,0
2,1,0.35,5,3,1.05,1,1,3,3,10,5,1.96,206,191,0,1
5,5,0.91,5,3,0.95,2,0,8,0,18,12,3.65,387,98,1,0
0,0,0.0,0,0,0.0,0,0,0,1,8,1,1.59,68,181,0,3
10,7,2.03,0,0,0.0,0,1,0,2,4,1,0.75,18,117,0,2
2,1,0.46,0,0,0.0,0,0,7,4,1,1,0.24,9,96,0,3
0,0,0.0,0,0,0.0,0,2,5,5,9,6,1.83,230,105,1,3
3,0,0.54,4,4,0.84,1,2,2,11,19,13,3.73,220,66,1,1
2,0,0.45,2,2,0.44,0,1,2,0,20,7,4.06,229,124,0,1
5,3,0.99,2,0,0.34,2,2,5,2,10,6,2.01,87,185,1,2
6,4,1.25,0,0,0.0,0,1,5,5,18,10,3.6,350,48,0,0
0,0,0.0,2,2,0.42,2,2,0,0,16,9,3.2,194,17,0,1
4,1,0.8,4,0,0.8,0,0,1,1,6,5,1.21,71,101,0,1
5,4,0.96,2,2,0.38,1,3,7,9,22,7,4.37,127,103,1,2
3,2,0.53,0,0,0.0,0,2,4,1,10,8,2.02,114,110,0,1
0,0,0.0,2,0,0.36,0,1,11,10,0,0,0.0,0,123,1,3
4,2,0.87,1,1,0.29,0,1,6,7,2,0,0.48,0,161,0,3
4,3,0.88,4,3,0.7,0,0,6,6,17,10,3.28,260,104,1,0
0,0,0.0,5,1,1.02,1,3,6,6,12,8,2.34,266,177,0,1
12,4,2.38,5,3,0.94,0,3,5,3,17,8,3.4,159,99,1,0
2,0,0.44,5,0,0.97,0,3,8,2,19,10,3.77,271,39,0,1
1,1,0.22,0,0,0.0,1,3,11,0,6,5,1.17,81,180,0,3
2,0,0.34,0,0,0.0,0,0,1,5,20,13,3.98,300,30,0,1
0,0,0.0,2,1,0.39,2,0,8,6,6,6,1.13,118,119,0,3
2,2,0.43,4,3,0.67,0,3,0,1,19,6,3.72,57,63,1,1
3,1,0.64,2,1,0.32,0,0,6,4,19,11,3.77,202,85,0,1
4,0,0.82,0,0,0.0,0,0,7,0,9,6,1.81,110,150,0,3
8,7,1.61,4,3,0.74,0,3,2,0,10,10,1.95,242,140,0,0
9,8,1.82,4,1,0.76,2,1,7,3,15,8,2.89,291,115,1,0
0,0,0.0,6,3,1.2,0,1,11,16,16,12,3.19,312,100,0,1
2,0,0.43,1,1,0.17,0,1,8,4,2,0,0.42,31,117,0,3
3,2,0.7,3,3,0.56,2,3,4,3,20,6,3.92,142,89,1,1
2,0,0.42,0,0,0.0,0,2,6,5,15,10,2.96,160,77,1,1
1,1,0.26,7,2,1.37,0,2,2,1,20,11,4.02,137,25,1,1
3,1,0.54,8,4,1.58,3,3,4,2,22,9,4.31,325,24,0,1
12,6,2.44,1,0,0.18,3,1,4,10,9,1,1.79,38,154,0,0
1,1,0.23,0,0,0.0,0,0,1,6,12,6,2.35,128,155,1,3
3,2,0.65,6,3,1.12,1,1,1,21,18,7,3.69,206,54,1,1
0,0,0.0,2,0,0.4,2,0,10,12,19,11,3.71,167,93,1,1
9,4,1.85,3,0,0.64,0,0,6,6,25,19,4.88,301,39,0,0
0,0,0.0,1,1,0.15,0,0,8,9,24,6,4.8,179,96,1,1
0,0,0.0,1,1,0.19,0,1,6,6,8,5,1.57,144,148,1,3
8,4,1.66,0,0,0.0,0,1,0,0,20,12,3.92,281,120,1,0
6,2,1.14,0,0,0.0,0,0,5,3,13,10,2.56,234,116,0,2
5,0,1.02,0,0,0.0,0,0,3,0,1,1,0.27,0,158,0,3
6,3,1.19,2,2,0.39,2,0,1,10,23,20,4.57,434,54,0,0
0,0,0.0,1,0,0.19,0,1,0,7,9,3,1.86,153,179,1,3
8,2,1.6,3,3,0.61,0,0,4,9,22,7,4.31,261,86,0,0
10,6,1.99,1,0,0.14,1,1,3,8,23,15,4.63,160,108,1,0
2,2,0.37,0,0,0.0,0,1,1,2,3,2,0.55,50,184,0,3
1,0,0.27,3,3,0.57,0,0,1,3,14,8,2.84,168,133,0,1
1,0,0.16,2,0,0.43,0,1,1,4,4,3,0.85,69,188,0,3
4,1,0.77,6,3,1.18,0,2,9,11,21,6,4.12,194,74,1,1
4,4,0.74,1,0,0.26,0,0,11,0,11,4,2.21,98,198,1,2
1,1,0.24,3,1,0.52,0,0,2,3,20,9,3.99,239,60,0,1
6,6,1.25,5,3,1.03,0,1,4,6,20,11,4.02,232,71,0,0
5,0,1.02,5,3,1.02,2,3,6,1,24,10,4.71,276,103,0,1
9,7,1.76,0,0,0.0,2,3,7,1,27,9,5.35,282,83,0,0
7,5,1.31,6,3,1.25,2,0,9,12,19,5,3.78,116,68,0,0
1,0,0.23,3,3,0.51,2,0,8,6,11,5,2.26,222,163,0,1
7,1,1.44,0,0,0.0,2,0,9,4,6,6,1.2,89,184,1,2
7,6,1.37,2,2,0.43,1,1,1,1,13,5,2.54,232,206,0,2
4,0,0.8,9,6,1.9,0,1,5,1,15,5,3.0,102,86,1,1
1,1,0.12,2,2,0.49,0,3,1,0,0,0,0.0,0,149,0,3
7,2,1.36,0,0,0.0,0,3,1,11,23,8,4.49,95,109,0,2
0,0,0.0,9,3,1.81,0,1,4,4,15,10,2.97,320,25,1,1
5,5,0.99,0,0,0.0,0,1,6,4,8,5,1.6,70,218,0,2
2,2,0.41,5,4,0.89,2,0,6,1,3,2,0.61,14,132,0,3
5,1,1.06,1,1,0.2,1,1,7,4,12,11,2.39,309,171,0,2
3,3,0.54,5,0,1.05,1,2,3,0,21,11,4.26,176,80,1,1
0,0,0.0,2,0,0.48,0,1,10,12,21,10,4.25,165,91,0,1
0,0,0.0,4,1,0.78,0,0,5,8,19,10,3.74,98,170,0,1
5,3,0.99,4,0,0.82,2,1,5,2,8,3,1.64,71,149,1,2
2,1,0.41,4,2,0.83,2,1,6,1,24,8,4.88,163,86,0,1
0,0,0.0,5,2,1.0,0,1,2,9,22,8,4.46,168,42,0,1
3,3,0.57,2,1,0.35,2,2,8,4,21,7,4.22,233,95,0,0
11,7,2.18,12,4,2.37,0,0,0,1,19,15,3.77,203,46,1,0
4,3,0.82,0,0,0.0,2,1,1,0,2,0,0.33,0,183,1,2
2,2,0.46,6,6,1.12,0,3,1,2,14,3,2.73,117,102,1,1
10,4,1.92,3,1,0.59,0,2,0,0,8,5,1.62,59,171,1,2
5,4,0.97,3,3,0.71,0,1,4,2,14,5,2.8,84,126,0,2
0,0,0.0,1,0,0.21,0,1,5,1,16,8,3.18,201,42,0,1
3,3,0.59,2,1,0.39,2,1,7,12,22,12,4.42,170,64,1,0
